SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
ice candy,ice candy,ice candy,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 30765   |   Ice Cream Bars   |   High || 55864   |   Chocolate Ice Cream   |   Medium || 21019   |   Ice Cream   |   Medium || 184912   |   Amul Ice Cream   |   Medium ||  ],alfa-info: [ 30765   |   ice cream bars   |   High || 20515   |   flavoured candies   |   High ||  ],mars-info: [ 30765   |   ice cream bars   |   Low || 20515   |   flavoured candies   |   Low || 21019   |   ice cream   |   Low ||  ],[],[],[],30765,Ice Cream Bars,High,20515,Flavoured Candies,Medium,55864,Chocolate Ice Cream,Medium,21019,Ice Cream,Medium,184912,Amul Ice Cream,Medium
crunchy munchy,crunchy munchy,crunchy munchy,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 653037   |   Bikano Chips   |   Medium || 85348   |   Chips   |   Medium ||  ],alfa-info: [ 36939   |   snack foods   |   Medium || 129165   |   snack food pouches   |   Medium ||  ],mars-info: [ 96091   |   munch stick   |   Low || 9083   |   healthy food snacks   |   Low || 37   |   salted snacks   |   Low ||  ],[],[],[],36939,Snack Foods,Medium,653037,Bikano Chips,Medium,96091,Munch Stick,Medium,129165,Snack Food Pouches,Medium,85348,Chips,Medium
pharmacy manual blister sealing machine,pharmacy manual blister sealing machine,pharmacy manual blister sealing machine,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 1397   |   Blister Packaging Machines   |   High || 22454   |   Automatic Blister Packing Machine   |   Medium || 105682   |   PVC Blister Packing Machine   |   Medium || 139985   |   ALU Blister Machine   |   Medium ||  ],alfa-info: [ 159121   |   blister sealing machine   |   High ||  ],mars-info: [ 159121   |   blister sealing machine   |   High || 139985   |   alu blister machine   |   Low || 22454   |   automatic blister packing machine   |   Low ||  ],[],[],[],159121,Blister Sealing Machine,High,1397,Blister Packaging Machines,Medium,22454,Automatic Blister Packing Machine,Medium,139985,ALU Blister Machine,Medium,105682,PVC Blister Packing Machine,Medium
water geysers,water geysers,water geysers,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 1837   |   Water Heater & Geyser   |   High || 133834   |   Electric Geyser   |   High || 14066   |   Electric Water Heater   |   High || 194109   |   Racold Water Heater & Geyser   |   Medium || 158493   |   Instant Water Heater   |   Medium || 11936   |   Gas Geyser   |   Medium || 73955   |   Heat Pump Water Heater   |   Medium || 184968   |   Bajaj Gas Geyser   |   Medium || 212471   |   Singer Water Heater   |   Medium || 653175   |   Khaitan Geyser   |   Medium || 214329   |   Sunflame Water Heater   |   Medium ||  ],alfa-info: [ 133834   |   electric geyser   |   High || 11936   |   gas geyser   |   Medium ||  ],mars-info: [ 1837   |   water heater & geyser   |   High || 133834   |   electric geyser   |   Low || 14066   |   electric water heater   |   Low ||  ],[],[],[],1837,Water Heater & Geyser,High,133834,Electric Geyser,Medium,11936,Gas Geyser,Medium,14066,Electric Water Heater,Medium,73955,Heat Pump Water Heater,Medium
cotton collar neck men printed shirt,cotton collar neck men printed shirt,cotton collar neck men printed shirt,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 185217   |   Men Printed Shirt   |   High || 9997   |   Men Cotton Shirts   |   Medium || 182285   |   Men Check Shirt   |   Medium || 186116   |   Men Full Sleeves Shirts   |   Medium ||  ],alfa-info: [ 185217   |   men printed shirt   |   High ||  ],mars-info: [ 185217   |   men printed shirt   |   High || 185455   |   women printed shirt   |   Low || 182285   |   men check shirt   |   Low ||  ],[],[],[],185217,Men Printed Shirt,High,9997,Men Cotton Shirts,Medium,185455,Women Printed Shirt,Medium,182285,Men Check Shirt,Medium,186116,Men Full Sleeves Shirts,Medium
aquafresh dolphin ro water purifier,aquafresh dolphin ro water purifier,aquafresh dolphin ro water purifier,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 189416   |   Aquafresh RO Water Purifier   |   High || 8149   |   RO Water Purifiers   |   High || 181575   |   Dolphin RO Water Purifier   |   Medium || 2247   |   Water Purifiers   |   Medium ||  ],alfa-info: [ 189416   |   aquafresh ro water purifier   |   High || 181575   |   dolphin ro water purifier   |   High ||  ],mars-info: [ 181575   |   dolphin ro water purifier   |   High || 8149   |   ro water purifiers   |   Low || 183219   |   aquaguard ro water purifier   |   Low ||  ],[],[],[],189416,Aquafresh RO Water Purifier,High,181575,Dolphin RO Water Purifier,High,8149,RO Water Purifiers,Medium,183219,Aquaguard RO Water Purifier,Medium,2247,Water Purifiers,Medium
10th class educational service,10th class educational service,10th class educational service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 43015   |   Educational Services   |   High || 30359   |   High Schools   |   High || 168492   |   Quality Education Services   |   High || 20740   |   Educational Consultants   |   Medium ||  ],alfa-info: [ 43015   |   educational services   |   High || 168492   |   quality education services   |   Medium || 30359   |   high schools   |   Medium ||  ],mars-info: [ 43015   |   educational services   |   High || 30359   |   high schools   |   Low || 25069   |   coaching classes   |   Low ||  ],[],[],[],43015,Educational Services,High,30359,High Schools,Medium,168492,Quality Education Services,Medium,25069,Coaching Classes,Medium,20740,Educational Consultants,Medium
top secret dutch rose plants,top secret dutch rose plants,top secret dutch rose plants,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 122335   |   Rose Tree   |   High || 147995   |   Dutch Roses   |   High || 28638   |   Flowering Plant   |   Medium || 44182   |   Garden Plant   |   Medium ||  ],alfa-info: [ 147995   |   dutch roses   |   High || 122335   |   rose tree   |   High ||  ],mars-info: [ 122335   |   rose tree   |   High || 147995   |   dutch roses   |   Low || 156473   |   green rose plants   |   Low ||  ],[],[],[],122335,Rose Tree,High,147995,Dutch Roses,Medium,28638,Flowering Plant,Medium,156473,Green Rose Plants,Medium,44182,Garden Plant,Medium
animal drawn vehicle tyres,animal drawn vehicle tyres,animal drawn vehicle tyres,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 74953   |   Trailer Tyre   |   Medium || 21353   |   Agricultural Tyre   |   Medium ||  ],alfa-info: [ 42950   |   commercial vehicle tyres   |   Medium || 4128   |   two wheeler tyres   |   Medium ||  ],mars-info: [ 42950   |   commercial vehicle tyres   |   High || 122587   |   animal catcher vehicle   |   Low || 144688   |   animal drawn seed cum fertilizer drill   |   Low ||  ],[],[],[],42950,Commercial Vehicle Tyres,High,74953,Trailer Tyre,Medium,21353,Agricultural Tyre,Medium,4128,Two Wheeler Tyres,Medium,122587,Animal Catcher Vehicle,Medium
luxury semi sleeper bus,luxury semi sleeper bus,luxury semi sleeper bus,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 215977   |   Sleeper Bus   |   High || 105655   |   Passenger Bus   |   Medium || 186883   |   Coach Bus   |   Medium || 72928   |   Tourist Bus   |   Medium || 188262   |   TATA Bus   |   Medium || 42065   |   Bus Rental   |   Medium ||  ],alfa-info: [ 215977   |   sleeper bus   |   Medium || 105655   |   passenger bus   |   Medium || 108312   |   city bus   |   Medium ||  ],mars-info: [ 215977   |   sleeper bus   |   Low || 104510   |   diesel luxury bus   |   Low || 105655   |   passenger bus   |   Low ||  ],[],[],[],215977,Sleeper Bus,High,105655,Passenger Bus,High,104510,Diesel Luxury Bus,Medium,108312,City Bus,Medium,186883,Coach Bus,Medium
one rupees silver coin 1940,one rupees silver coin 1940,one rupees silver coin 1940,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 9416   |   Silver Coins   |   High || 191652   |   Personalised Silver Coins   |   Medium ||  ],alfa-info: [ 227466   |   antique silver coin   |   Medium || 9416   |   silver coins   |   Medium ||  ],mars-info: [ 227466   |   antique silver coin   |   High || 9416   |   silver coins   |   Low || 144696   |   lakshmi silver coin   |   Low ||  ],[],[],[],227466,Antique Silver Coin,High,9416,Silver Coins,Medium,191652,Personalised Silver Coins,Medium,144696,Lakshmi Silver Coin,Medium,55140,Collectible Coin,Low
health check up centres,health check up centres,health check up centres,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 168271   |   Complete Health Check-Up   |   High || 69337   |   Health Care Service   |   Medium ||  ],alfa-info: [ 168271   |   complete health check-up   |   High ||  ],mars-info: [ 168271   |   complete health check-up   |   High || 69337   |   health care service   |   Low || 170565   |   health club services   |   Low ||  ],[],[],[],168271,Complete Health Check-Up,High,69337,Health Care Service,Medium,170565,Health Club Services,Medium,20625,Dental Treatment Services,Low,1025,Health Care Equipment,Low
audi cycle,audi cycle,audi cycle,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 28369   |   Foldable Bicycle   |   Medium || 190142   |   Gear Bicycle   |   Medium || 33606   |   Mountain Bike   |   Medium || 215154   |   Fat Bike   |   Medium ||  ],alfa-info: [ 207473   |   audi cars   |   Medium || 33322   |   motor bicycle   |   Medium || 28369   |   foldable bicycle   |   Medium ||  ],mars-info: [ 105828   |   bicycle   |   Low || 33322   |   motor bicycle   |   Low || 28369   |   foldable bicycle   |   Low ||  ],[],[],[],28369,Foldable Bicycle,Medium,207473,Audi Cars,Medium,105828,Bicycle,Medium,33322,Motor Bicycle,Medium,190142,Gear Bicycle,Medium
auto mobile parts,automobile parts,automobile parts,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 8602   |   Precision Automotive Parts   |   High || 136218   |   Machined Automotive Parts   |   High || 80558   |   Automotive Metal Parts   |   High || 4111   |   Automotive Spare Parts   |   Medium || 5004   |   Automotive Components   |   Medium || 12801   |   Die Cast Automotive Parts   |   Medium ||  ],alfa-info: [ 5004   |   automotive components   |   High || 8602   |   precision automotive parts   |   Medium ||  ],mars-info: [ 4111   |   automotive spare parts   |   Low || 5004   |   automotive components   |   Low || 8602   |   precision automotive parts   |   Low ||  ],[],[],[],8602,Precision Automotive Parts,Medium,5004,Automotive Components,Medium,4111,Automotive Spare Parts,Medium,136218,Machined Automotive Parts,Medium,80558,Automotive Metal Parts,Medium
general surgery instruments,general surgery instruments,general surgery instruments,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 140914   |   Dental Implant Surgery Instrument   |   High || 7829   |   Stainless Steel Surgical Instruments   |   Medium || 68976   |   Surgical Instruments   |   Medium || 2837   |   Surgical Equipments   |   Medium || 123869   |   Dental Instruments   |   Medium ||  ],alfa-info: [ 140914   |   dental implant surgery instrument   |   High || 68976   |   surgical instruments   |   High || 141388   |   surgical instruments part   |   High || 2837   |   surgical equipments   |   High ||  ],mars-info: [ 140914   |   dental implant surgery instrument   |   High || 68976   |   surgical instruments   |   Low || 9511   |   skull surgery instruments   |   Low ||  ],[],[],[],140914,Dental Implant Surgery Instrument,High,68976,Surgical Instruments,Medium,7829,Stainless Steel Surgical Instruments,Medium,141388,Surgical Instruments Part,Medium,9511,Skull Surgery Instruments,Medium
guruji kesaria thandai,guruji kesaria thandai,guruji kesaria thandai,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 178013   |   Kesar Thandai   |   Medium || 443859   |   Thandai Syrup   |   Medium || 105827   |   Beverages Mixes   |   Medium || 3256   |   Almond Sharbat   |   Medium ||  ],alfa-info: [ 178013   |   kesar thandai   |   High ||  ],mars-info: [ 178013   |   kesar thandai   |   High || 3256   |   almond sharbat   |   Low || 443859   |   thandai syrup   |   Low ||  ],[],[],[],178013,Kesar Thandai,High,443859,Thandai Syrup,Medium,3256,Almond Sharbat,Medium,105827,Beverages Mixes,Medium,73171,Energy Drink,Low
embedded software development,embedded software development,embedded software development,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 168338   |   Embedded Software Developer   |   High || 43164   |   Software Development Services   |   Medium || 168339   |   Embedded Software Services   |   Medium ||  ],alfa-info: [ 168338   |   embedded software developer   |   High ||  ],mars-info: [ 168338   |   embedded software developer   |   High || 43164   |   software development services   |   Low || 168339   |   embedded software services   |   Low ||  ],[],[],[],168338,Embedded Software Developer,High,43164,Software Development Services,Medium,168339,Embedded Software Services,Medium,45913,Customized Software Solution,Low,49721,Application Development Service,Low
2 spoke splendor bike alloy wheel,2 spoke splendor bike alloy wheel,2 spoke splendor bike alloy wheel,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 190073   |   Bike Alloy Wheel   |   High || 21434   |   Alloy Wheels   |   Medium || 33592   |   Motorcycle Rim   |   Medium ||  ],alfa-info: [ 190073   |   bike alloy wheel   |   Medium || 38097   |   spoke wire wheel   |   Medium || 21434   |   alloy wheels   |   Medium ||  ],mars-info: [ 190073   |   bike alloy wheel   |   High || 111612   |   motorcycle wheel spokes   |   Low || 111608   |   motorcycle alloy wheel rim   |   Low ||  ],[],[],[],190073,Bike Alloy Wheel,High,21434,Alloy Wheels,Medium,38097,Spoke Wire Wheel,Medium,111612,Motorcycle Wheel Spokes,Medium,33592,Motorcycle Rim,Medium
tata ace pump,tata ace pump,tata ace pump,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 139378   |   PTO Pump   |   Medium || 22264   |   Automotive Water Pumps   |   Medium || 64780   |   Automotive Oil Pump   |   Medium || 3180   |   Agricultural Pump   |   Medium || 138836   |   PTO Gearbox   |   Medium ||  ],alfa-info: [ 222434   |   tata solar water pump   |   Medium || 187315   |   tata ace   |   Medium || 139378   |   pto pump   |   Medium || 192451   |   bosch fuel injection pump   |   Medium ||  ],mars-info: [ 84816   |   auto fuel pump   |   Medium || 187315   |   tata ace   |   Low || 85385   |   automotive pump   |   Low ||  ],[],[],[],139378,PTO Pump,Medium,222434,Tata Solar Water Pump,Medium,84816,Auto Fuel Pump,Medium,187315,TATA Ace,Medium,22264,Automotive Water Pumps,Medium
ludo dice,ludo dice,ludo dice,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 107249   |   Gaming Dice   |   High || 50314   |   Dice Game   |   Medium ||  ],alfa-info: [ 107249   |   gaming dice   |   High || 70   |   bone crafts   |   Medium || 10438   |   key rings   |   Medium ||  ],mars-info: [ 50314   |   dice game   |   Low || 107249   |   gaming dice   |   Low || 23510   |   board game & accessories   |   Low ||  ],[],[],[],107249,Gaming Dice,High,50314,Dice Game,Medium,70,Bone Crafts,Medium,10438,Key Rings,Medium,23510,Board Game & Accessories,Medium
zardosi work,zardosi work,zardosi work,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181317   |   Zardosi Work Saree   |   High || 20391   |   Zardozi Embroidery   |   Medium || 1594   |   Silk Sarees   |   Medium ||  ],alfa-info: [ 181317   |   zardosi work saree   |   High || 20391   |   zardozi embroidery   |   Medium || 123820   |   zardozi embroidery work   |   Medium || 43027   |   textile job work   |   Medium ||  ],mars-info: [ 181317   |   zardosi work saree   |   High || 123820   |   zardozi embroidery work   |   Low || 20391   |   zardozi embroidery   |   Low ||  ],[],[],[],181317,Zardosi Work Saree,High,20391,Zardozi Embroidery,Medium,123820,Zardozi Embroidery Work,Medium,1594,Silk Sarees,Medium,43027,Textile Job Work,Medium
dal masala,pulses masala,pulses masala,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 189785   |   Dal Makhani Masala   |   Medium || 122728   |   Masala   |   Medium || 37494   |   Masala Powder   |   Medium ||  ],alfa-info: [ 189785   |   dal makhani masala   |   Medium ||  ],mars-info: [ 122728   |   masala   |   Low || 189785   |   dal makhani masala   |   Low || 1571   |   pulses   |   Low ||  ],[],[],[],189785,Dal Makhani Masala,High,122728,Masala,Medium,37494,Masala Powder,Medium,1571,Pulses,Medium,11877,Garam Masala,Low
surgical & medical consumables,surgical & medical consumables,surgical & medical consumables,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 100419   |   Medical Consumables   |   High ||  ],alfa-info: [ 100419   |   medical consumables   |   High || 1151   |   surgical suction equipment   |   Medium ||  ],mars-info: [ 100419   |   medical consumables   |   High || 68976   |   surgical instruments   |   Low || 85200   |   laboratory consumables   |   Low ||  ],[],[],[],100419,Medical Consumables,High,1151,Surgical Suction Equipment,Medium,68976,Surgical Instruments,Medium,85200,Laboratory Consumables,Medium,2665,Urine Bag,Low
anchor extension board,anchor extension board,anchor extension board,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 6191   |   Extension Sockets   |   High || 230191   |   Extension Board   |   Medium || 181141   |   Spike Guard   |   Medium ||  ],alfa-info: [ 230191   |   extension board   |   High || 164867   |   industrial extension board   |   Medium || 6191   |   extension sockets   |   Medium || 178773   |   anchor modular switches   |   Medium ||  ],mars-info: [ 230191   |   extension board   |   High || 206739   |   anchor switchboards   |   Low || 6191   |   extension sockets   |   Low ||  ],[],[],[],230191,Extension Board,High,6191,Extension Sockets,Medium,164867,Industrial Extension Board,Medium,206739,Anchor Switchboards,Medium,181141,Spike Guard,Medium
metal barricade,metal barricade,metal barricade,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 88222   |   Metal Barrier   |   High || 44049   |   Barricade Stand   |   Medium || 88225   |   Safety Barrier   |   Medium || 20631   |   Road Barriers   |   Medium ||  ],alfa-info: [ 88222   |   metal barrier   |   High || 44049   |   barricade stand   |   Medium ||  ],mars-info: [ 88222   |   metal barrier   |   High || 44049   |   barricade stand   |   Low || 20631   |   road barriers   |   Low ||  ],[],[],[],88222,Metal Barrier,High,44049,Barricade Stand,Medium,20631,Road Barriers,Medium,88225,Safety Barrier,Medium,86032,Que Manager,Low
hotels computer software developers,hotels computer software developers,hotels computer software developers,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 170098   |   Computer Software Designing Services   |   High || 43164   |   Software Development Services   |   Medium || 45913   |   Customized Software Solution   |   Medium ||  ],alfa-info: [ 170098   |   computer software designing services   |   Medium || 43164   |   software development services   |   Medium || 45913   |   customized software solution   |   Medium ||  ],mars-info: [ 170098   |   computer software designing services   |   High || 43594   |   hotel software   |   Low || 181673   |   restaurant billing software   |   Low ||  ],[],[],[],170098,Computer Software Designing Services,High,43164,Software Development Services,Medium,43594,Hotel Software,Medium,45913,Customized Software Solution,Medium,181673,Restaurant Billing Software,Medium
pvr hero passion pro bike fiber body kit,pvr hero passion pro bike fiber body kit,pvr hero passion pro bike fiber body kit,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 98859   |   Auto Body Kit   |   High || 74326   |   Motorcycle Body Parts   |   Medium ||  ],alfa-info: [ 98859   |   auto body kit   |   Medium ||  ],mars-info: [ 74326   |   motorcycle body parts   |   High || 8435   |   scooter body parts   |   Low || 184888   |   hero bike spare parts   |   Low ||  ],[],[],[],98859,Auto Body Kit,High,74326,Motorcycle Body Parts,Medium,8435,Scooter Body Parts,Medium,184888,Hero Bike Spare Parts,Medium,23336,Car Body Kit,Low
sports event organizers,sports event organizers,sports event organizers,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 20584   |   Event Organizers   |   High || 43016   |   Corporate Event Management   |   Medium || 144408   |   Sports Event Services   |   Medium || 43017   |   Event Management Services   |   Medium ||  ],alfa-info: [ 144408   |   sports event services   |   High || 20584   |   event organizers   |   High ||  ],mars-info: [ 144408   |   sports event services   |   Low || 20584   |   event organizers   |   Low || 81199   |   sports medal   |   Low ||  ],[],[],[],144408,Sports Event Services,High,20584,Event Organizers,Medium,43016,Corporate Event Management,Medium,81199,Sports Medal,Medium,43017,Event Management Services,Medium
men designer casual shirt,men designer casual shirt,men designer casual shirt,0,true,timeout,true,success,true,success,false,false,false,false,false,false,True,solr-info: [  ],alfa-info: [ 186110   |   men designer shirt   |   High || 166240   |   men casual shirt   |   High ||  ],mars-info: [ 186110   |   men designer shirt   |   High || 166240   |   men casual shirt   |   Low || 182285   |   men check shirt   |   Low ||  ],[],[],[],186110,Men Designer Shirt,High,166240,Men Casual Shirt,Medium,182285,Men Check Shirt,Medium,9997,Men Cotton Shirts,Low,105908,Shirt,Low
elements wound healing cream,elements wound healing cream,elements wound healing cream,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 441839   |   Crack Heal Cream   |   High || 236886   |   Foot Cream   |   Medium ||  ],alfa-info: [ 441839   |   crack heal cream   |   High || 9505   |   skin ointment   |   Medium ||  ],mars-info: [ 9505   |   skin ointment   |   Low || 441839   |   crack heal cream   |   Low || 42617   |   antiseptic cream   |   Low ||  ],[],[],[],441839,Crack Heal Cream,High,9505,Skin Ointment,Medium,236886,Foot Cream,Medium,42617,Antiseptic Cream,Medium,224543,Cosmetic Third Party Manufacturing,Low
tablet battery,tablet battery,tablet battery,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 34261   |   Phone Battery   |   Medium || 179005   |   Samsung Mobile Battery   |   Medium || 33163   |   Mobile Battery   |   Medium ||  ],alfa-info: [ 33163   |   mobile battery   |   High || 34261   |   phone battery   |   Medium ||  ],mars-info: [ 146625   |   mobile tablet   |   Low || 33163   |   mobile battery   |   Low || 113838   |   batteries   |   Low ||  ],[],[],[],33163,Mobile Battery,Medium,34261,Phone Battery,Medium,146625,Mobile Tablet,Medium,179005,Samsung Mobile Battery,Medium,113838,Batteries,Medium
loose coco peat,loose coco peat,loose coco peat,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 20471   |   Coir Pith   |   High || 136925   |   Coir Pith Block   |   Medium || 43769   |   Cocopeat Block   |   Medium || 43764   |   Coir Products   |   Medium ||  ],alfa-info: [ 43768   |   coco peat products   |   High || 88008   |   coco peat grow bag   |   Medium || 43769   |   cocopeat block   |   Medium || 20471   |   coir pith   |   Medium ||  ],mars-info: [ 43768   |   coco peat products   |   High || 20471   |   coir pith   |   Low || 43769   |   cocopeat block   |   Low ||  ],[],[],[],43768,Coco Peat Products,High,20471,Coir Pith,Medium,88008,Coco Peat Grow Bag,Medium,136925,Coir Pith Block,Medium,43769,Cocopeat Block,Medium
slim fit herbal powder,slim fit herbal powder,slim fit herbal powder,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 155629   |   Ayurvedic Weight Loss Powder   |   Medium || 9538   |   Slimming Medicine   |   Medium || 74428   |   Weight Loss Supplement   |   Medium || 121258   |   Weight Loss Nutrition   |   Medium ||  ],alfa-info: [ 183630   |   slim fit capsules   |   Medium || 155629   |   ayurvedic weight loss powder   |   Medium ||  ],mars-info: [ 9538   |   slimming medicine   |   Low || 9206   |   herbal powder   |   Low || 74428   |   weight loss supplement   |   Low ||  ],[],[],[],155629,Ayurvedic Weight Loss Powder,Medium,9538,Slimming Medicine,Medium,183630,Slim Fit Capsules,Medium,9206,Herbal Powder,Medium,74428,Weight Loss Supplement,Medium
coorg honey,coorg honey,coorg honey,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 6682   |   Natural Honey   |   High || 7570   |   Organic Honey   |   Medium || 126304   |   Honey & Sweeteners   |   Medium ||  ],alfa-info: [ 126304   |   honey & sweeteners   |   High || 6682   |   natural honey   |   Medium || 7570   |   organic honey   |   Medium ||  ],mars-info: [ 6682   |   natural honey   |   High || 126304   |   honey & sweeteners   |   Low || 212169   |   royal bee honey   |   Low ||  ],[],[],[],6682,Natural Honey,High,126304,Honey & Sweeteners,Medium,7570,Organic Honey,Medium,212169,Royal Bee Honey,Medium,178570,Multi Flora Honey,Low
competitive books,competitive books,competitive books,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 133056   |   Competition Books   |   Medium || 178060   |   RRB Competition Book   |   Medium || 169393   |   Banking Books   |   Medium ||  ],alfa-info: [ 133056   |   competition books   |   High ||  ],mars-info: [ 133056   |   competition books   |   High || 184972   |   classmate notebook   |   Low || 6797   |   educational books   |   Low ||  ],[],[],[],133056,Competition Books,High,178060,RRB Competition Book,Medium,184972,Classmate Notebook,Medium,169393,Banking Books,Medium,6797,Educational Books,Medium
ac double bedroom rental services,ac double bedroom rental services,ac double bedroom rental services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 99182   |   Accommodation Services   |   Medium || 106699   |   Hotels Accommodation Service   |   Medium || 168753   |   Air-conditioned Deluxe Rooms   |   Medium ||  ],alfa-info: [ 168753   |   air-conditioned deluxe rooms   |   High || 99182   |   accommodation services   |   Medium || 106699   |   hotels accommodation service   |   Medium ||  ],mars-info: [ 214608   |   non ac room rental service   |   Low || 173812   |   ac rental   |   Low || 99182   |   accommodation services   |   Low ||  ],[],[],[],99182,Accommodation Services,Medium,168753,Air-conditioned Deluxe Rooms,Medium,214608,Non Ac Room Rental Service,Medium,106699,Hotels Accommodation Service,Medium,173812,AC Rental,Medium
identity card printing services,identity card printing services,identity card printing services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 175461   |   Plastic Identity Cards Printing   |   High || 135599   |   I Card Printing   |   Medium || 176098   |   Plastic Cards Printing Service   |   Medium ||  ],alfa-info: [ 135599   |   i card printing   |   High || 175461   |   plastic identity cards printing   |   High ||  ],mars-info: [ 175461   |   plastic identity cards printing   |   Low || 135599   |   i card printing   |   Low || 176098   |   plastic cards printing service   |   Low ||  ],[],[],[],175461,Plastic Identity Cards Printing,High,135599,I Card Printing,Medium,176098,Plastic Cards Printing Service,Medium,181380,School ID Card,Low,80967,PVC ID Card,Low
taski r6,taski r6,taski r6,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 166049   |   Taski Chemicals   |   High || 221701   |   Diversey Cleaning Chemicals   |   Medium ||  ],alfa-info: [ 166049   |   taski chemicals   |   High || 444827   |   diversey toilet cleaner   |   Medium ||  ],mars-info: [ 166049   |   taski chemicals   |   High || 435405   |   taski vacuum cleaner   |   Low || 25007   |   cleaning machinery   |   Low ||  ],[],[],[],166049,Taski Chemicals,High,444827,Diversey Toilet Cleaner,Medium,221701,Diversey Cleaning Chemicals,Medium,435405,Taski Vacuum Cleaner,Medium,25007,Cleaning Machinery,Medium
rayon kurti with embroidery work,embroidery work rayon kurti,rayon kurti with embroidery work,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 294088   |   Rayon Embroidered Kurti   |   High || 6947   |   Embroidered Kurtis   |   Medium || 43170   |   Designer Kurtis   |   Medium || 43237   |   Ladies Kurti   |   Medium || 10622   |   Ladies Kurta   |   Medium || 8980   |   Rayon Fabrics   |   Medium ||  ],alfa-info: [ 294088   |   rayon embroidered kurti   |   High || 178378   |   rayon kurti   |   High ||  ],mars-info: [ 178378   |   rayon kurti   |   Low || 294088   |   rayon embroidered kurti   |   Low || 194559   |   rayon ladies kurtis   |   Low ||  ],[],[],[],294088,Rayon Embroidered Kurti,High,178378,Rayon Kurti,Medium,6947,Embroidered Kurtis,Medium,43170,Designer Kurtis,Medium,194559,Rayon Ladies Kurtis,Medium
