name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Aligarh Medical College & Hospital,general hospital,India,Aligarh,"223 NH 48, Aligarh, India",27.851113,78.161192,25,dental || gynecology || nephrology || pediatrics || psychiatry || radiology || urology,private,False
Mysuru Superspeciality Hospital,general hospital,India,Mysuru,"476 High St, Mysuru, India",12.375451,76.667691,400,cardiology || gastroenterology || oncology || pediatrics || physiotherapy || pulmonology,private,False
Paris Medical College & Hospital,general hospital,France,Paris,"429 NH 48, Paris, France",48.823739,2.27449,300,cardiology || emergency || hematology || neurosurgery,private,True
Dubai City Infirmary,general hospital,UAE,Dubai,"94 Hill Rd, Dubai, UAE",25.258263,55.309276,50,dental || ent || gastroenterology,trust,False
Thiruvananthapuram Superspeciality Hospital #163,teaching hospital,India,Thiruvananthapuram,"944 Sunrise Blvd, Thiruvananthapuram, India",8.564648,76.979628,250,cardiology || emergency || gynecology || hematology || oncology,private,True
Tokyo City Infirmary,general hospital,Japan,Tokyo,"114 Park Ave, Tokyo, Japan",35.718779,139.705647,250,cardiology || emergency || neurosurgery || psychiatry,private,True
Amritsar Multispeciality Hospital,general hospital,India,Amritsar,"428 Temple Rd, Amritsar, India",31.568177,74.87032,50,cardiology || dental || ent || gynecology || nephrology || neurosurgery || psychiatry || urology,public,False
Madrid Health Institute,teaching hospital,Spain,Madrid,"645 Main Bazaar Rd, Madrid, Spain",40.402007,-3.718663,50,gastroenterology || gynecology || hematology || nephrology || pediatrics || physiotherapy,private,False
Abu Dhabi Health Institute #164,general hospital,UAE,Abu Dhabi,"495 Sunrise Blvd, Abu Dhabi, UAE",24.429711,54.31506,400,emergency || gynecology || ophthalmology || psychiatry || radiology,private,False
Abu Dhabi Multispeciality Hospital,general hospital,UAE,Abu Dhabi,"265 Temple Rd, Abu Dhabi, UAE",24.52553,54.308871,1000,cardiology || dental || dermatology || gynecology || hematology || oncology || pulmonology,private,True
Vijayawada City Infirmary,general hospital,India,Vijayawada,"731 Main Bazaar Rd, Vijayawada, India",16.509812,80.615931,50,dental || ent || hematology || nephrology || oncology || ophthalmology || orthopedics || physiotherapy,private,True
Noida City Infirmary,general hospital,India,Noida,"739 Hospital Rd, Noida, India",28.5356,77.438122,300,emergency || ent || gastroenterology || oncology || ophthalmology || physiotherapy || pulmonology || radiology,trust,True
Bhubaneswar Multispeciality Hospital,teaching hospital,India,Bhubaneswar,"494 Lakeview Ave, Bhubaneswar, India",20.224136,85.756164,150,cardiology || emergency || gastroenterology || gynecology || hematology || radiology,public,True
Guntur Medical Center,general hospital,India,Guntur,"471 Oak St, Guntur, India",16.273946,80.393681,100,cardiology || ent || neurosurgery || orthopedics || physiotherapy || psychiatry || radiology || urology,public,True
Jalandhar Medical Center,general hospital,India,Jalandhar,"581 Hospital Rd, Jalandhar, India",31.374557,75.644876,150,neurosurgery || pediatrics || physiotherapy || pulmonology,public,False
Prayagraj Care Hospital,general hospital,India,Prayagraj,"195 MG Road, Prayagraj, India",25.500778,81.817739,150,dermatology || ent || oncology || orthopedics,public,False
Guwahati Medical Center,specialty hospital,India,Guwahati,"327 MG Road, Guwahati, India",26.100665,91.758676,1000,emergency || gynecology || ophthalmology || psychiatry,private,True
Rajkot Multispeciality Hospital,general hospital,India,Rajkot,"441 Station Rd, Rajkot, India",22.320459,70.77945,250,cardiology || dental || gastroenterology || hematology || oncology || orthopedics || physiotherapy || psychiatry,public,True
Dehradun Care Hospital,general hospital,India,Dehradun,"889 Green Park Rd, Dehradun, India",30.256167,78.094385,150,ent || oncology || pediatrics || radiology,private,True
Vancouver General Hospital,teaching hospital,Canada,Vancouver,"482 College Rd, Vancouver, Canada",49.274596,-123.106962,250,emergency || nephrology || oncology || pulmonology,public,False
Salem City Infirmary #165,general hospital,India,Salem,"238 Sunrise Blvd, Salem, India",11.595784,78.175219,75,dermatology || ent || oncology || ophthalmology || radiology,private,False
Salem City Infirmary,general hospital,India,Salem,"406 Lakeview Ave, Salem, India",11.698532,78.197606,400,ent || ophthalmology || pulmonology || radiology,private,False
Sydney Care Hospital,teaching hospital,Australia,Sydney,"311 Hill Rd, Sydney, Australia",-33.8604,151.212527,50,dental || oncology || radiology || urology,private,False
Mangaluru General Hospital,general hospital,India,Mangaluru,"992 NH 48, Mangaluru, India",12.958155,74.819426,150,cardiology || hematology || nephrology || pediatrics || psychiatry,private,True
Melbourne General Hospital,specialty hospital,Australia,Melbourne,"334 Green Park Rd, Melbourne, Australia",-37.848116,144.904513,250,dermatology || ent || hematology || nephrology || orthopedics || physiotherapy || psychiatry,public,True
Milan General Hospital,general hospital,Italy,Milan,"983 College Rd, Milan, Italy",45.392893,9.229783,100,dermatology || gastroenterology || gynecology || pediatrics,public,True
Ranchi Care Hospital #166,general hospital,India,Ranchi,"768 MG Road, Ranchi, India",23.264122,85.311381,25,dental || hematology || nephrology || oncology || ophthalmology,public,True
Udaipur Care Hospital,specialty hospital,India,Udaipur,"707 Oak St, Udaipur, India",24.549587,73.745616,50,emergency || psychiatry || radiology || urology,private,True
Bhopal Multispeciality Hospital,general hospital,India,Bhopal,"995 Temple Rd, Bhopal, India",23.314194,77.333211,75,cardiology || gynecology || hematology || nephrology || orthopedics,public,True
Amritsar General Hospital,general hospital,India,Amritsar,"17 NH 48, Amritsar, India",31.672545,74.842903,50,ent || ophthalmology || radiology,public,False
Chennai Medical Center,specialty hospital,India,Chennai,"545 Lakeview Ave, Chennai, India",13.060337,80.233963,500,emergency || ent || gastroenterology || orthopedics || physiotherapy || psychiatry || radiology,private,True
Rome Health Institute #167,specialty hospital,Italy,Rome,"348 Main Bazaar Rd, Rome, Italy",41.872936,12.542629,500,cardiology || dental || gastroenterology || nephrology || oncology || ophthalmology || orthopedics,public,True
Patna Superspeciality Hospital,specialty hospital,India,Patna,"546 Main Bazaar Rd, Patna, India",25.583511,85.203191,100,emergency || ent || gastroenterology || gynecology || hematology || orthopedics || physiotherapy || urology,public,True
Panipat General Hospital,general hospital,India,Panipat,"978 MG Road, Panipat, India",29.465153,76.897786,250,ent || hematology || neurosurgery || orthopedics || radiology,public,False
Durg Superspeciality Hospital,general hospital,India,Durg,"899 Main Bazaar Rd, Durg, India",21.18941,81.266924,250,cardiology || gastroenterology || psychiatry,trust,False
Hyderabad Multispeciality Hospital,general hospital,India,Hyderabad,"790 Sector 21 Rd, Hyderabad, India",17.417617,78.407398,75,dental || emergency || gastroenterology || gynecology || ophthalmology || physiotherapy || pulmonology,public,True
Nellore Health Institute,general hospital,India,Nellore,"93 Hospital Rd, Nellore, India",14.476687,80.013122,1000,ent || gynecology || neurosurgery || ophthalmology || pediatrics,public,True
Gwalior Medical Center,teaching hospital,India,Gwalior,"857 MG Road, Gwalior, India",26.260066,78.254924,300,dental || emergency || gastroenterology || neurosurgery || oncology || psychiatry,public,False
Isfahan General Hospital #168,general hospital,Iran,Isfahan,"579 Oak St, Isfahan, Iran",32.622288,51.604858,400,dental || ent || hematology || ophthalmology,private,True
Beijing Health Institute,specialty hospital,China,Beijing,"430 Lakeview Ave, Beijing, China",39.927264,116.33511,100,ent || hematology || pulmonology || urology,trust,True
Jammu Superspeciality Hospital,specialty hospital,India,Jammu,"931 Temple Rd, Jammu, India",32.799688,74.857064,150,cardiology || dental || ent || neurosurgery || physiotherapy || psychiatry || radiology,private,True
Ludhiana Medical College & Hospital,specialty hospital,India,Ludhiana,"174 Lakeview Ave, Ludhiana, India",30.894197,75.810698,100,cardiology || neurosurgery || urology,public,False
Dehradun Multispeciality Hospital,teaching hospital,India,Dehradun,"550 Main Bazaar Rd, Dehradun, India",30.29567,77.960577,300,cardiology || ent || oncology || ophthalmology,trust,True
Ludhiana Health Institute,specialty hospital,India,Ludhiana,"99 College Rd, Ludhiana, India",30.887606,75.908826,500,emergency || hematology || neurosurgery || orthopedics || pediatrics || physiotherapy,private,True
Rome Medical College & Hospital,specialty hospital,Italy,Rome,"256 Church St, Rome, Italy",41.856719,12.521577,150,ent || oncology || psychiatry || pulmonology || radiology,private,False
Sydney Health Institute,specialty hospital,Australia,Sydney,"594 Maple Ave, Sydney, Australia",-33.807975,151.163819,250,cardiology || dermatology || emergency || gastroenterology || orthopedics || psychiatry || pulmonology || radiology,private,True
Delhi Multispeciality Hospital,general hospital,India,Delhi,"644 Sector 21 Rd, Delhi, India",28.63114,77.176248,50,dental || dermatology || orthopedics || pediatrics || psychiatry || urology,public,False
Dubai Care Hospital,teaching hospital,UAE,Dubai,"791 Green Park Rd, Dubai, UAE",25.229062,55.308976,100,dermatology || ent || gastroenterology || gynecology || pediatrics || radiology,public,False
Toronto Superspeciality Hospital,specialty hospital,Canada,Toronto,"124 Green Park Rd, Toronto, Canada",43.676373,-79.399979,300,dermatology || hematology || neurosurgery || oncology || orthopedics || pediatrics || physiotherapy || urology,trust,False
Rohtak Superspeciality Hospital #169,specialty hospital,India,Rohtak,"795 Oak St, Rohtak, India",28.847374,76.669034,100,dermatology || ent || hematology || urology,private,True
Jabalpur City Infirmary,general hospital,India,Jabalpur,"170 Church St, Jabalpur, India",23.160346,79.915695,50,cardiology || dental || hematology || nephrology || ophthalmology || orthopedics || physiotherapy || psychiatry,public,False
Dehradun Multispeciality Hospital,specialty hospital,India,Dehradun,"308 Oak St, Dehradun, India",30.319038,77.995015,400,dental || oncology || pediatrics,public,True
Chennai General Hospital,general hospital,India,Chennai,"493 Lakeview Ave, Chennai, India",13.005051,80.251355,100,gastroenterology || nephrology || physiotherapy || pulmonology,private,True
Bhopal Care Hospital #170,general hospital,India,Bhopal,"744 Ring Rd, Bhopal, India",23.182992,77.352499,150,hematology || pediatrics || psychiatry || radiology,public,True
Pune Multispeciality Hospital,general hospital,India,Pune,"842 Station Rd, Pune, India",18.519258,73.841386,200,cardiology || dental || emergency || hematology || physiotherapy || psychiatry || radiology,public,False
Guwahati Medical College & Hospital,teaching hospital,India,Guwahati,"709 College Rd, Guwahati, India",26.159721,91.657788,150,emergency || ent || gynecology || neurosurgery || urology,private,False
Bhubaneswar Multispeciality Hospital,teaching hospital,India,Bhubaneswar,"432 Maple Ave, Bhubaneswar, India",20.37026,85.827545,250,dental || ent || gynecology || ophthalmology || orthopedics || pediatrics || pulmonology || radiology,private,True
Delhi Medical Center,general hospital,India,Delhi,"600 College Rd, Delhi, India",28.583798,77.252839,400,gynecology || nephrology || pediatrics || physiotherapy,trust,False
Rajkot Medical College & Hospital,teaching hospital,India,Rajkot,"684 Sector 21 Rd, Rajkot, India",22.307307,70.878362,50,dental || gynecology || physiotherapy,public,False
Salem Medical College & Hospital,specialty hospital,India,Salem,"41 Hill Rd, Salem, India",11.587012,78.189225,400,dermatology || ent || gastroenterology || nephrology || orthopedics || physiotherapy || psychiatry || radiology,private,True
Frankfurt City Infirmary #171,teaching hospital,Germany,Frankfurt,"102 High St, Frankfurt, Germany",50.050133,8.644593,25,cardiology || nephrology || pediatrics || psychiatry || radiology || urology,public,False
Ranchi General Hospital,specialty hospital,India,Ranchi,"651 Temple Rd, Ranchi, India",23.311029,85.353303,200,dental || gastroenterology || orthopedics || radiology,private,False
Jammu Medical Center,specialty hospital,India,Jammu,"758 Church St, Jammu, India",32.702295,74.836478,25,emergency || gastroenterology || gynecology || oncology || pulmonology,private,False
Munich Multispeciality Hospital,specialty hospital,Germany,Munich,"918 Hill Rd, Munich, Germany",48.103068,11.605433,1000,cardiology || gynecology || pulmonology || radiology,public,True
Madurai Care Hospital,general hospital,India,Madurai,"408 MG Road, Madurai, India",9.98073,78.043575,500,emergency || gastroenterology || pediatrics || physiotherapy,public,True
Jaipur Medical College & Hospital #172,teaching hospital,India,Jaipur,"835 High St, Jaipur, India",26.957712,75.83216,150,cardiology || emergency || nephrology || neurosurgery || ophthalmology || physiotherapy || radiology,public,True
Houston Superspeciality Hospital,teaching hospital,United States,Houston,"252 Church St, Houston, United States",29.744081,-95.401333,50,cardiology || ent || gynecology || hematology || oncology || orthopedics,trust,False
Jalandhar Superspeciality Hospital,specialty hospital,India,Jalandhar,"595 Sector 21 Rd, Jalandhar, India",31.282518,75.535657,150,dental || gastroenterology || hematology || orthopedics || pediatrics || physiotherapy || psychiatry || urology,public,False
Abu Dhabi Medical Center,general hospital,UAE,Abu Dhabi,"881 Church St, Abu Dhabi, UAE",24.493491,54.37311,50,dermatology || gynecology || hematology || ophthalmology || pediatrics || physiotherapy || pulmonology,private,False
Rome Multispeciality Hospital,specialty hospital,Italy,Rome,"472 Main Bazaar Rd, Rome, Italy",41.976046,12.567236,400,cardiology || emergency || nephrology || pediatrics || physiotherapy || pulmonology,private,True
Tokyo Medical Center,general hospital,Japan,Tokyo,"737 Temple Rd, Tokyo, Japan",35.754812,139.657417,1000,cardiology || emergency || gastroenterology || nephrology || ophthalmology || pediatrics || urology,trust,True
Ludhiana Care Hospital,specialty hospital,India,Ludhiana,"897 Hospital Rd, Ludhiana, India",30.833062,75.835786,75,cardiology || dental || hematology || oncology || ophthalmology || radiology,private,True
Prayagraj Medical Center,general hospital,India,Prayagraj,"748 Lakeview Ave, Prayagraj, India",25.387133,81.788828,250,cardiology || dental || ent || neurosurgery || orthopedics || pulmonology || radiology || urology,public,True
Rio de Janeiro Medical College & Hospital,general hospital,Brazil,Rio de Janeiro,"868 Park Ave, Rio de Janeiro, Brazil",-22.861789,-43.160372,50,gynecology || oncology || pulmonology || urology,private,False
Kanpur Care Hospital,general hospital,India,Kanpur,"663 MG Road, Kanpur, India",26.49968,80.353653,100,cardiology || ent || gynecology || pediatrics || psychiatry,trust,True
Salem Health Institute #173,general hospital,India,Salem,"542 Oak St, Salem, India",11.692161,78.107585,100,gastroenterology || oncology || radiology,public,False
Panipat Medical Center,general hospital,India,Panipat,"636 College Rd, Panipat, India",29.457698,76.929981,150,dental || gynecology || orthopedics || urology,trust,False
Udaipur City Infirmary,specialty hospital,India,Udaipur,"901 Lakeview Ave, Udaipur, India",24.647823,73.745735,50,cardiology || dental || dermatology || gastroenterology || hematology || pediatrics || psychiatry,trust,False
Gurugram Medical Center,general hospital,India,Gurugram,"531 Lakeview Ave, Gurugram, India",28.403068,76.947855,250,hematology || ophthalmology || orthopedics,trust,False
Shiraz Medical College & Hospital,teaching hospital,Iran,Shiraz,"685 Green Park Rd, Shiraz, Iran",29.583428,52.525184,1000,neurosurgery || radiology || urology,public,False
Bareilly Medical College & Hospital #174,general hospital,India,Bareilly,"944 College Rd, Bareilly, India",28.371746,79.389103,150,emergency || ent || gynecology || pediatrics || physiotherapy || psychiatry || pulmonology || radiology,private,False
Meerut Superspeciality Hospital,general hospital,India,Meerut,"782 Sunrise Blvd, Meerut, India",29.013239,77.638598,100,dental || dermatology || gastroenterology || nephrology || physiotherapy,private,True
Dehradun Medical College & Hospital,teaching hospital,India,Dehradun,"790 High St, Dehradun, India",30.365614,78.025746,200,dental || dermatology || ent || hematology || oncology || orthopedics || physiotherapy || urology,trust,True
Nellore General Hospital,general hospital,India,Nellore,"311 Sector 21 Rd, Nellore, India",14.431851,79.913524,75,dental || dermatology || nephrology || urology,private,False
Thiruvananthapuram General Hospital,general hospital,India,Thiruvananthapuram,"973 Lakeview Ave, Thiruvananthapuram, India",8.515387,76.89007,25,emergency || ophthalmology || orthopedics || radiology,public,False
Bilaspur Medical College & Hospital,specialty hospital,India,Bilaspur,"947 High St, Bilaspur, India",22.134584,82.216091,400,neurosurgery || pulmonology || radiology,trust,False
Hisar Medical College & Hospital #175,general hospital,India,Hisar,"253 Temple Rd, Hisar, India",29.205806,75.680416,1000,ent || oncology || orthopedics || pediatrics || physiotherapy || urology,public,False
Hisar Superspeciality Hospital,general hospital,India,Hisar,"615 Oak St, Hisar, India",29.100708,75.793929,1200,dental || dermatology || gastroenterology || gynecology || hematology || psychiatry || radiology || urology,private,True
Tokyo City Infirmary,general hospital,Japan,Tokyo,"758 Temple Rd, Tokyo, Japan",35.710076,139.727283,200,dental || dermatology || ent || gastroenterology || hematology || nephrology || oncology || ophthalmology,private,True
Berlin Multispeciality Hospital,general hospital,Germany,Berlin,"37 College Rd, Berlin, Germany",52.481527,13.394919,200,dermatology || gynecology || nephrology || neurosurgery || orthopedics || physiotherapy,public,False
Munich Health Institute,general hospital,Germany,Munich,"612 Maple Ave, Munich, Germany",48.066793,11.601575,1200,cardiology || dental || emergency || ent || oncology || orthopedics || psychiatry || radiology,public,False
Abu Dhabi Superspeciality Hospital,general hospital,UAE,Abu Dhabi,"390 Ring Rd, Abu Dhabi, UAE",24.404317,54.424115,750,emergency || ent || neurosurgery || pulmonology || radiology,public,True
Bhubaneswar Multispeciality Hospital #176,general hospital,India,Bhubaneswar,"542 High St, Bhubaneswar, India",20.367092,85.898122,200,dermatology || ent || hematology || ophthalmology || psychiatry || pulmonology || radiology,private,True
Surat Health Institute,general hospital,India,Surat,"107 Church St, Surat, India",21.246569,72.87227,75,cardiology || dermatology || gastroenterology,private,False
Bhopal General Hospital,general hospital,India,Bhopal,"665 College Rd, Bhopal, India",23.256204,77.447533,75,gastroenterology || gynecology || oncology || ophthalmology || physiotherapy || psychiatry || urology,private,False
Aurangabad Multispeciality Hospital,teaching hospital,India,Aurangabad,"466 Green Park Rd, Aurangabad, India",19.898698,75.369956,75,hematology || neurosurgery || oncology || orthopedics || pulmonology,trust,False
Mumbai Medical College & Hospital,general hospital,India,Mumbai,"471 NH 48, Mumbai, India",19.086414,72.92116,150,dental || gastroenterology || gynecology || hematology || nephrology || neurosurgery || pulmonology || radiology,trust,True
Guntur Multispeciality Hospital,general hospital,India,Guntur,"373 Park Ave, Guntur, India",16.228636,80.357946,100,ent || gastroenterology || gynecology || hematology || orthopedics,public,True
Bhubaneswar Health Institute,general hospital,India,Bhubaneswar,"783 NH 48, Bhubaneswar, India",20.364291,85.781088,250,gastroenterology || hematology || neurosurgery || oncology || orthopedics,public,True
Hisar Medical College & Hospital #177,general hospital,India,Hisar,"565 Lakeview Ave, Hisar, India",29.104732,75.693167,500,cardiology || ent || gastroenterology || gynecology || nephrology || neurosurgery || pulmonology || urology,public,True
Nellore City Infirmary,specialty hospital,India,Nellore,"821 Sunrise Blvd, Nellore, India",14.479218,79.921764,150,nephrology || neurosurgery || psychiatry || radiology,trust,True
Dubai Medical Center,general hospital,UAE,Dubai,"9 Maple Ave, Dubai, UAE",25.129467,55.267742,250,emergency || ent || orthopedics || radiology || urology,public,True
Abu Dhabi Multispeciality Hospital,specialty hospital,UAE,Abu Dhabi,"297 High St, Abu Dhabi, UAE",24.39286,54.343522,150,dental || hematology || pulmonology,public,True
Singapore Multispeciality Hospital,general hospital,Singapore,Singapore,"869 Church St, Singapore, Singapore",1.419225,103.898721,25,gynecology || hematology || psychiatry,private,True
Chandigarh Multispeciality Hospital #178,general hospital,India,Chandigarh,"705 Hill Rd, Chandigarh, India",30.775061,76.758876,150,cardiology || neurosurgery || physiotherapy || psychiatry || pulmonology || radiology,private,False
Isfahan Medical Center #179,specialty hospital,Iran,Isfahan,"694 Sector 21 Rd, Isfahan, Iran",32.695282,51.734948,1000,gynecology || oncology || orthopedics || radiology,private,False
Rajkot Multispeciality Hospital #180,teaching hospital,India,Rajkot,"428 Lakeview Ave, Rajkot, India",22.31624,70.779339,400,ent || ophthalmology || orthopedics || pediatrics || physiotherapy,trust,True
Surat General Hospital,specialty hospital,India,Surat,"270 Main Bazaar Rd, Surat, India",21.13036,72.841352,100,dental || dermatology || pediatrics || physiotherapy || psychiatry || radiology,public,True
Shiraz General Hospital,general hospital,Iran,Shiraz,"390 Sunrise Blvd, Shiraz, Iran",29.616861,52.542164,75,dermatology || gastroenterology || orthopedics || pediatrics || physiotherapy || urology,public,False
Barcelona Medical College & Hospital,general hospital,Spain,Barcelona,"355 Temple Rd, Barcelona, Spain",41.454318,2.104889,150,dermatology || neurosurgery || oncology || ophthalmology || orthopedics || pediatrics || radiology,public,False
Srinagar Medical Center #181,general hospital,India,Srinagar,"781 Station Rd, Srinagar, India",34.039036,74.723529,25,emergency || physiotherapy || pulmonology || urology,public,False
Shanghai General Hospital,specialty hospital,China,Shanghai,"350 MG Road, Shanghai, China",31.178435,121.532383,100,gynecology || physiotherapy || psychiatry || radiology,private,True
Durg Medical Center #182,specialty hospital,India,Durg,"94 Oak St, Durg, India",21.262473,81.29796,150,dental || dermatology || emergency || neurosurgery || orthopedics || pulmonology,private,True
Milan City Infirmary,specialty hospital,Italy,Milan,"607 Maple Ave, Milan, Italy",45.477014,9.192672,300,cardiology || emergency || ent || gynecology || ophthalmology || pulmonology,public,False
Nagpur Medical Center,general hospital,India,Nagpur,"192 Park Ave, Nagpur, India",21.110999,79.064688,500,gastroenterology || nephrology || oncology || pulmonology,private,True
Rohtak Health Institute,general hospital,India,Rohtak,"671 Temple Rd, Rohtak, India",28.966933,76.669409,150,dental || dermatology || emergency || neurosurgery || pulmonology,public,False
Rohtak Medical College & Hospital #183,specialty hospital,India,Rohtak,"734 Main Bazaar Rd, Rohtak, India",28.940358,76.602814,150,emergency || radiology || urology,private,False
Rio de Janeiro Health Institute,specialty hospital,Brazil,Rio de Janeiro,"492 Hill Rd, Rio de Janeiro, Brazil",-22.954051,-43.158319,75,gynecology || oncology || ophthalmology || orthopedics || physiotherapy || radiology,public,False
Cuttack Multispeciality Hospital,specialty hospital,India,Cuttack,"968 Sector 21 Rd, Cuttack, India",20.43555,85.939605,75,ent || gastroenterology || hematology || physiotherapy || psychiatry || urology,public,False
Barcelona Medical College & Hospital,specialty hospital,Spain,Barcelona,"410 Hill Rd, Barcelona, Spain",41.318785,2.099641,750,hematology || nephrology || pulmonology,private,True
Mysuru Multispeciality Hospital #184,general hospital,India,Mysuru,"23 College Rd, Mysuru, India",12.296907,76.624906,400,gynecology || neurosurgery || oncology || ophthalmology || pediatrics || pulmonology,private,True
Panipat City Infirmary,specialty hospital,India,Panipat,"362 Station Rd, Panipat, India",29.444632,76.936651,300,oncology || ophthalmology || radiology,public,True
Indore Medical College & Hospital,teaching hospital,India,Indore,"647 Lakeview Ave, Indore, India",22.76298,75.882444,75,gynecology || hematology || nephrology || oncology || pediatrics,public,False
Shanghai Health Institute,general hospital,China,Shanghai,"19 Main Bazaar Rd, Shanghai, China",31.290541,121.479955,100,nephrology || neurosurgery || orthopedics || radiology || urology,public,False
Durg Multispeciality Hospital,specialty hospital,India,Durg,"592 Park Ave, Durg, India",21.178437,81.210911,50,gynecology || hematology || nephrology || neurosurgery || oncology || orthopedics || radiology || urology,private,True
Cuttack General Hospital,teaching hospital,India,Cuttack,"394 Ring Rd, Cuttack, India",20.504987,85.802802,150,emergency || ent || neurosurgery || oncology || ophthalmology || radiology || urology,public,True
Barcelona City Infirmary,specialty hospital,Spain,Barcelona,"486 Church St, Barcelona, Spain",41.391002,2.097342,1000,cardiology || ophthalmology || radiology || urology,private,False
Osaka Superspeciality Hospital,specialty hospital,Japan,Osaka,"981 Station Rd, Osaka, Japan",34.64988,135.470972,100,dermatology || ent || gynecology || oncology || orthopedics,private,True
Chicago Care Hospital,general hospital,United States,Chicago,"30 NH 48, Chicago, United States",41.834967,-87.709564,300,hematology || psychiatry || urology,private,True
Ranchi Health Institute #185,general hospital,India,Ranchi,"283 Sunrise Blvd, Ranchi, India",23.418795,85.265487,250,cardiology || dermatology || ent || hematology || nephrology || oncology || psychiatry || pulmonology,trust,True
Agra Medical College & Hospital,specialty hospital,India,Agra,"662 Park Ave, Agra, India",27.215403,78.063848,150,dermatology || oncology || ophthalmology || physiotherapy || pulmonology || radiology,private,True
Guntur City Infirmary,teaching hospital,India,Guntur,"144 Ring Rd, Guntur, India",16.275169,80.408547,300,ent || neurosurgery || pulmonology,public,True
Kolkata Medical College & Hospital,general hospital,India,Kolkata,"411 Green Park Rd, Kolkata, India",22.623285,88.312958,100,ent || gastroenterology || nephrology,private,False
Indore Multispeciality Hospital #186,specialty hospital,India,Indore,"890 Temple Rd, Indore, India",22.78391,75.906771,1200,cardiology || dental || dermatology || neurosurgery,private,True
Bengaluru Superspeciality Hospital,teaching hospital,India,Bengaluru,"978 Ring Rd, Bengaluru, India",13.01228,77.577511,200,cardiology || ent || gastroenterology || ophthalmology || pediatrics || physiotherapy || radiology,public,True
Singapore General Hospital,general hospital,Singapore,Singapore,"236 College Rd, Singapore, Singapore",1.377862,103.752353,200,emergency || physiotherapy || urology,private,False
Lucknow General Hospital,specialty hospital,India,Lucknow,"289 Temple Rd, Lucknow, India",26.880191,80.892971,400,dental || ent || gastroenterology || gynecology || nephrology || pulmonology || urology,private,True
Patna Medical College & Hospital #187,general hospital,India,Patna,"30 Main Bazaar Rd, Patna, India",25.607504,85.209955,25,cardiology || dermatology || ent || gastroenterology || orthopedics || physiotherapy || pulmonology,private,False
Frankfurt Care Hospital,specialty hospital,Germany,Frankfurt,"908 High St, Frankfurt, Germany",50.073352,8.698349,100,dermatology || gynecology || neurosurgery || pediatrics || psychiatry,private,True
Kanpur Health Institute,teaching hospital,India,Kanpur,"398 Park Ave, Kanpur, India",26.484208,80.373341,50,ent || gastroenterology || oncology || ophthalmology || pediatrics || pulmonology,public,False
Berlin Medical Center,teaching hospital,Germany,Berlin,"635 Maple Ave, Berlin, Germany",52.522217,13.406422,100,cardiology || oncology || pediatrics,private,False
London Health Institute,general hospital,United Kingdom,London,"434 Hill Rd, London, United Kingdom",51.576668,-0.075399,300,cardiology || nephrology || pediatrics,public,True
Lucknow Care Hospital,teaching hospital,India,Lucknow,"820 Sunrise Blvd, Lucknow, India",26.880992,80.940075,750,cardiology || ophthalmology || pulmonology,public,True
Bhubaneswar Care Hospital,specialty hospital,India,Bhubaneswar,"492 MG Road, Bhubaneswar, India",20.327235,85.861137,500,cardiology || dental || emergency || gastroenterology || hematology || ophthalmology || orthopedics || radiology,private,False
Prayagraj General Hospital,general hospital,India,Prayagraj,"65 Temple Rd, Prayagraj, India",25.399651,81.895431,75,cardiology || gynecology || hematology || oncology || ophthalmology || orthopedics || pediatrics || radiology,public,True
Madurai General Hospital,specialty hospital,India,Madurai,"446 Green Park Rd, Madurai, India",9.900455,78.093498,1000,dermatology || ent || neurosurgery || oncology || ophthalmology || physiotherapy || psychiatry || pulmonology,private,True
Tiruchirappalli Health Institute,general hospital,India,Tiruchirappalli,"329 Hill Rd, Tiruchirappalli, India",10.847546,78.736887,300,dental || gastroenterology || physiotherapy || psychiatry || pulmonology || urology,public,False
Osaka Health Institute,general hospital,Japan,Osaka,"260 Ring Rd, Osaka, Japan",34.703632,135.573835,150,dental || ent || psychiatry || pulmonology || urology,public,False
Paris Health Institute,specialty hospital,France,Paris,"164 Ring Rd, Paris, France",48.837483,2.298286,400,emergency || gastroenterology || gynecology || nephrology,trust,True
Udaipur General Hospital,specialty hospital,India,Udaipur,"965 Lakeview Ave, Udaipur, India",24.622911,73.693997,25,gastroenterology || gynecology || neurosurgery || ophthalmology || psychiatry || pulmonology || radiology || urology,private,False
Singapore Health Institute,specialty hospital,Singapore,Singapore,"109 Church St, Singapore, Singapore",1.40634,103.741627,300,cardiology || dermatology || gastroenterology || hematology || orthopedics || pediatrics || physiotherapy || psychiatry,private,False
Sydney Medical College & Hospital,general hospital,Australia,Sydney,"654 Station Rd, Sydney, Australia",-33.793559,151.199326,75,cardiology || dental || oncology || physiotherapy,public,True
London Care Hospital,general hospital,United Kingdom,London,"968 Hill Rd, London, United Kingdom",51.540179,-0.077059,200,cardiology || gastroenterology || gynecology || hematology || oncology || orthopedics || pulmonology || radiology,private,True
Nashik General Hospital,teaching hospital,India,Nashik,"512 Park Ave, Nashik, India",20.072226,73.718067,150,cardiology || ent || gastroenterology || ophthalmology || pediatrics,private,True
Rio de Janeiro Multispeciality Hospital,general hospital,Brazil,Rio de Janeiro,"986 College Rd, Rio de Janeiro, Brazil",-22.871847,-43.114878,75,emergency || ophthalmology || pediatrics,public,False
