SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,MERI EXECUTION,MERI STATUS,CHATGPT EXECUTION,CHATGPT STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,MERI_INFO,CHATGPT_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
Maize Seeds,maize seeds,Maize Seeds,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 179603   |   Maize Seeds   |   High || 152862   |   Hybrid Maize Seeds   |   Medium ],alfa-info: [ 179603   |   maize seeds   |   High ],mars-info: [ 179603   |   Maize Seeds   |   High ],[],[],179603,Maize Seeds,High,152862,Hybrid Maize Seeds,High,113722,Maize,Low,41550,Yellow Corn,Low,1606,Vegetable Seeds,Low
Arrowroot Powder,arrowroot powder,Arrowroot Powder,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 161423   |   Arrowroot Powder   |   High ],alfa-info: [ 161423   |   arrowroot powder   |   High ],mars-info: [ 161423   |   Arrowroot Powder   |   High ],[],[],161423,Arrowroot Powder,High,11917,Garlic Powder,Low,153837,Mushroom Powder,Low,7518,Onion Powder,Low,4073,Corn Flour,Low
Retail Billing Printer,retail billing printer,Retail Billing Printer,0,TRUE,timeout,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,[],alfa-info: [ 120939   |   retail billing printer   |   High ],mars-info: [ 120939   |   Retail Billing Printer   |   High ],[],[],120939,Retail Billing Printer,High,181563,Thermal Receipt Printer,Low,19685,Thermal Printer,Low,167068,Bluetooth Printer,Low,129267,POS Touch Screen,Low
Colour Coated Roofing Sheet,colour coated roofing sheet,Colour Coated Roofing Sheet,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 156193   |   Colour Coated Roofing Sheet   |   High || 2273   |   Roofing Sheets   |   Medium || 443097   |   Bhushan Colour Coated Roofing Sheet   |   Medium || 193975   |   TATA Metal Roofing Sheet   |   Medium ],alfa-info: [ 156193   |   colour coated roofing sheet   |   High ],mars-info: [ 156193   |   Colour Coated Roofing Sheet   |   High ],[],[],156193,Colour Coated Roofing Sheet,High,2273,Roofing Sheets,Medium,443097,Bhushan Colour Coated Roofing Sheet,Medium,193975,TATA Metal Roofing Sheet,Medium,138106,Galvanized Roofing Sheets,Low
Shed Construction,shed construction,Shed Construction,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 180837   |   Shed Construction   |   High || 78465   |   Construction Service   |   Medium || 30719   |   Industrial Sheds   |   Medium ],alfa-info: [ 180837   |   shed construction   |   High ],mars-info: [ 180837   |   Shed Construction   |   High ],[],[],180837,Shed Construction,High,78465,Construction Service,Medium,30719,Industrial Sheds,Medium,23641,Building Construction,Low,136750,Prefabricated Factory Shed,Low
Mobile Spare Parts,mobile spare parts,Mobile Spare Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 190479   |   Mobile Spare Parts   |   High || 53234   |   Mobile Phone Screen   |   Medium || 445062   |   Mobile Camera   |   Medium ],alfa-info: [ 190479   |   mobile spare parts   |   High ],mars-info: [ 190479   |   Mobile Spare Parts   |   High ],[],[],190479,Mobile Spare Parts,High,53234,Mobile Phone Screen,Medium,445062,Mobile Camera,Medium,178199,Mobile Motherboard,Low,184216,Mobile Touch Screen,Low
PVC Bathroom Door,pvc bathroom door,PVC Bathroom Door,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 185723   |   PVC Bathroom Door   |   High || 8879   |   PVC Doors   |   Medium || 65531   |   Bathroom Door   |   Medium || 84321   |   Decorative PVC Door   |   Medium ],alfa-info: [ 185723   |   pvc bathroom door   |   High ],mars-info: [ 185723   |   PVC Bathroom Door   |   High ],[],[],185723,PVC Bathroom Door,High,8879,PVC Doors,Medium,65531,Bathroom Door,Medium,84321,Decorative PVC Door,Medium,177246,WPC Door,Low
Empty Mineral Water Bottle,empty mineral water bottle,Empty Mineral Water Bottle,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 43850   |   Empty Mineral Water Bottle   |   High ],alfa-info: [ 43850   |   empty mineral water bottle   |   High ],mars-info: [ 43850   |   Empty Mineral Water Bottle   |   High ],[],[],43850,Empty Mineral Water Bottle,High,5145,Mineral Water Bottle,Low,139360,Bottled Water,Low,1425,PET Bottles,Low,136575,Packaged Drinking Water,Low
Band Saw Blades,band saw blades,Band Saw Blades,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 20779   |   Band Saw Blades   |   High || 8413   |   Cutting & Saw Blades   |   Medium || 142331   |   Bimetal Bandsaw Blade   |   Medium ],alfa-info: [ 20779   |   band saw blades   |   High ],mars-info: [ 20779   |   Band Saw Blades   |   High ],[],[],20779,Band Saw Blades,High,8413,Cutting & Saw Blades,Medium,142331,Bimetal Bandsaw Blade,Medium,148982,Wood Cutting Blade,Low,24922,Circular Saw Blades,Low
Steel Dustbin,steel dustbin,Steel Dustbin,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 7890   |   Steel Dustbin   |   High || 94743   |   Stainless Steel Dustbin   |   Medium || 6747   |   Dustbins   |   Medium ],alfa-info: [ 7890   |   steel dustbin   |   High ],mars-info: [ 7890   |   Steel Dustbin   |   High ],[],[],7890,Steel Dustbin,High,94743,Stainless Steel Dustbin,Medium,6747,Dustbins,Medium,181794,Plastic Dustbin,Low,42355,Pedal Bins,Low
SUNFLOWER Oil,sunflower oil,SUNFLOWER Oil,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 1263   |   Sunflower Oil   |   High || 8082   |   Refined Sunflower Oil   |   High || 208139   |   Fortune Sunflower Oil   |   Medium || 193137   |   Sundrop Sunflower Oil   |   Medium || 4019   |   Cooking Oil   |   Medium || 142113   |   Crude Sunflower Oil   |   Medium || 221028   |   Virgin Sunflower Oil   |   Medium || 301918   |   Cold Pressed Sunflower Oil   |   Medium || 204737   |   Gemini Sunflower Oil   |   Medium || 651837   |   Freedom Refined Sunflower Oil   |   Medium || 651834   |   Gold Winner Refined Sunflower Oil   |   Medium || 208446   |   Nature Fresh Sunflower Oil   |   Medium || 203895   |   Dhara Sunflower Oil   |   Medium || 652695   |   Gold Drop Sunflower Oil   |   Medium || 219186   |   Healthy and tasty Refined Sunflower Oil   |   Medium || 651687   |   Patanjali Sunflower Oil   |   Medium || 211060   |   Krishiv Sunflower Oil   |   Medium || 208473   |   Saffola Sunflower Oil   |   Medium || 217397   |   VitaLife Sunflower Oil   |   Medium || 205776   |   Little Heart Sunflower Oil   |   Medium || 219187   |   Himani best choice Refined Sunflower Oil   |   Medium || 211557   |   NAKODA Sunflower Oil   |   Medium || 652985   |   Borges Sunflower Oil   |   Medium || 219188   |   Gujarat Ambuja Refined Sunflower Oil   |   Medium || 208458   |   Pansari Sunflower Oil   |   Medium || 652254   |   High Oleic Sunflower Oil   |   Medium || 652959   |   Dalda Oil   |   Medium ],alfa-info: [ 1263   |   sunflower oil   |   High ],mars-info: [ 1263   |   Sunflower Oil   |   High ],[],[],1263,Sunflower Oil,High,8082,Refined Sunflower Oil,Medium,208139,Fortune Sunflower Oil,Medium,652959,Dalda Oil,Medium,211060,Krishiv Sunflower Oil,Medium
Fruit and Vegetable Packaging Boxes,fruit and vegetable packaging boxes,Fruit and Vegetable Packaging Boxes,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 163306   |   Fruit and Vegetable Packaging Boxes   |   High ],alfa-info: [ 163306   |   fruit and vegetable packaging boxes   |   High ],mars-info: [ 163306   |   Fruit and Vegetable Packaging Boxes   |   High ],[],[],163306,Fruit and Vegetable Packaging Boxes,High,1416,Corrugated Box,Low,24186,Carton Box,Low,180740,3 Ply Corrugated Box,Low,111362,Printed Corrugated Boxes,Low
Waste Decomposer,waste decomposer,Waste Decomposer,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 214832   |   Waste Decomposer   |   High || 2728   |   Vermicompost   |   Medium ],alfa-info: [ 214832   |   waste decomposer   |   High ],mars-info: [ 214832   |   Waste Decomposer   |   High ],[],[],214832,Waste Decomposer,High,2728,Vermicompost,High,530,Organic Fertilizers and Manure,Low,39444,Water Soluble Fertilizers,Low,527,Bio Fertilizers,Low
Digital Fabric Printing,digital fabric printing,Digital Fabric Printing,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 167969   |   Digital Fabric Printing   |   High || 44277   |   Fabric Printing   |   Medium || 140410   |   Digital Textile Printing   |   Medium ],alfa-info: [ 167969   |   digital fabric printing   |   High ],mars-info: [ 167969   |   Digital Fabric Printing   |   High ],[],[],167969,Digital Fabric Printing,High,44277,Fabric Printing,Medium,140410,Digital Textile Printing,Medium,84574,Digital Printed Fabric,Low,134242,Sublimation Printing,Low
Aluminium Sliding Window,aluminium sliding window,Aluminium Sliding Window,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 21761   |   Aluminium Sliding Window   |   High || 4725   |   Aluminium Window   |   Medium || 38054   |   Sliding Windows   |   Medium || 222699   |   Eternia Aluminium Window   |   Medium ],alfa-info: [ 21761   |   aluminium sliding window   |   High ],mars-info: [ 21761   |   Aluminium Sliding Window   |   High ],[],[],21761,Aluminium Sliding Window,High,4725,Aluminium Window,Medium,38054,Sliding Windows,Medium,222699,Eternia Aluminium Window,Medium,148768,UPVC Sliding Windows,Low
Database Services,database services,Database Services,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 45924   |   Database Services   |   High || 34654   |   Online Databases   |   High || 168365   |   Global Supplier Database   |   Medium || 173781   |   Employee Database Service   |   Medium || 173778   |   Email Database Service   |   Medium || 169260   |   Customer Database Service   |   Medium || 170340   |   Database Design Development   |   Medium ],alfa-info: [ 45924   |   database services   |   High ],mars-info: [ 45924   |   Database Services   |   High ],[],[],45924,Database Services,High,34654,Online Databases,Medium,168365,Global Supplier Database,Medium,173778,Email Database Service,Medium,169260,Customer Database Service,Medium
Plastic Perfume Bottles,plastic perfume bottles,Plastic Perfume Bottles,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 5827   |   Plastic Perfume Bottles   |   High || 7751   |   Spray Bottles   |   Medium ],alfa-info: [ 5827   |   plastic perfume bottles   |   High ],mars-info: [ 5827   |   Plastic Perfume Bottles   |   High ],[],[],5827,Plastic Perfume Bottles,High,7751,Spray Bottles,Medium,1425,PET Bottles,Low,12085,Glass Perfume Bottles,Low,612,Glass Bottles,Low
Artificial Grass Carpet,artificial grass carpet,Artificial Grass Carpet,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 132773   |   Artificial Grass Carpet   |   High || 49778   |   Artificial Grass Mat   |   Medium || 22396   |   Artificial Grass   |   Medium || 43597   |   Artificial Turf   |   Medium ],alfa-info: [ 132773   |   artificial grass carpet   |   High ],mars-info: [ 132773   |   Artificial Grass Carpet   |   High ],[],[],132773,Artificial Grass Carpet,High,49778,Artificial Grass Mat,Medium,22396,Artificial Grass,Medium,43597,Artificial Turf,Medium,157645,Natural Grass,Low
E Rickshaw Spare Parts,e rickshaw spare parts,E Rickshaw Spare Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 183635   |   E Rickshaw Spare Parts   |   High ],alfa-info: [ 183635   |   e rickshaw spare parts   |   High ],mars-info: [ 183635   |   E Rickshaw Spare Parts   |   High ],[],[],183635,E Rickshaw Spare Parts,High,184062,Electric Rickshaw Motor,Low,190522,E Rickshaw Controller,Low,215326,E Rickshaw Shockers,Low,184066,E Rickshaw Meter,Low
Pooja Kalawa,pooja kalawa,Pooja Kalawa,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 177599   |   Pooja Kalawa   |   High || 43609   |   Puja Accessories   |   Medium ],alfa-info: [ 177599   |   pooja kalawa   |   High ],mars-info: [ 177599   |   Pooja Kalawa   |   High ],[],[],177599,Pooja Kalawa,High,43609,Puja Accessories,Medium,137383,Kumkum Box,Low,153782,Havan Samagri,Low,138970,Natural Gangajal,Low
Beaded Necklace,beaded necklace,Beaded Necklace,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 1868   |   Beaded Necklace   |   High || 167313   |   Beaded Necklace Set   |   Medium || 7306   |   Necklace   |   Medium || 1873   |   Fashion Necklace   |   Medium || 12044   |   Glass Bead Necklace   |   Medium || 69062   |   Resin Bead Necklace   |   Medium || 187911   |   Stone Beaded Necklace   |   Medium || 73330   |   Tribal Bead Necklace   |   Medium || 187912   |   Pearl Beaded Necklace   |   Medium || 49844   |   Antique Beads Necklace   |   Medium || 69075   |   Seed Bead Necklace   |   Medium || 65669   |   Handcrafted Bead Necklace   |   Medium || 73340   |   Wood Bead Necklace   |   Medium || 4513   |   Bone Beaded Necklace   |   Medium || 69052   |   Plastic Bead Necklace   |   Medium || 11981   |   Gemstone Bead Necklace   |   Medium ],alfa-info: [ 1868   |   beaded necklace   |   High ],mars-info: [ 1868   |   Beaded Necklace   |   High ],[],[],1868,Beaded Necklace,High,167313,Beaded Necklace Set,Medium,7306,Necklace,Medium,49844,Antique Beads Necklace,Medium,187911,Stone Beaded Necklace,Medium
Electric House Wire,electric house wire,Electric House Wire,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 142688   |   Electric House Wire   |   High || 452   |   Electric Cable   |   High || 119242   |   PVC Wire   |   Medium ],alfa-info: [ 142688   |   electric house wire   |   High ],mars-info: [ 142688   |   House Wire   |   High || 652169   |   Flexible House Wire   |   Low || 8781   |   Electric Wire   |   Low ],[],[],142688,Electric House Wire,High,452,Electric Cable,Medium,652169,Flexible House Wire,Medium,119242,PVC Wire,Medium,8781,Electric Wire,Medium
Citicoline Sodium,citicoline sodium,Citicoline Sodium,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 191314   |   Citicoline Sodium   |   High ],alfa-info: [ 191314   |   citicoline sodium   |   High ],mars-info: [ 191314   |   Citicoline Sodium   |   High ],[],[],191314,Citicoline Sodium,High,181805,Pharmaceutical Third Party Manufacturing,Low,178449,PCD Pharma Franchise,Low,209057,Allopathic PCD Pharma Franchise,Low,147631,Pharma Franchise,Low
Tender Coconut,tender coconut,Tender Coconut,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 156361   |   Tender Coconut   |   High || 101983   |   Coconut   |   Medium || 136179   |   Raw Coconut   |   Medium ],alfa-info: [ 156361   |   tender coconut   |   High ],mars-info: [ 156361   |   Tender Coconut   |   High ],[],[],156361,Tender Coconut,High,101983,Coconut,Medium,136179,Raw Coconut,Medium,156476,Semi Husked Coconut,Low,156360,Husked Coconut,Low
Corporate Gifts,corporate gifts,Corporate Gifts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 393   |   Corporate Gifts   |   High || 208183   |   Customized Corporate Gift   |   High || 11425   |   Leather Corporate Gifts   |   High || 1221   |   Promotional Items & Gifts   |   Medium ],alfa-info: [ 393   |   corporate gifts   |   High ],mars-info: [ 393   |   Corporate Gifts   |   High ],[],[],393,Corporate Gifts,High,208183,Customized Corporate Gift,Medium,11425,Leather Corporate Gifts,Medium,1221,Promotional Items & Gifts,Medium,8732,Promotional Umbrella,Low
Foam Sheet,foam sheet,Foam Sheet,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 80348   |   Foam Sheet   |   High || 78392   |   Polyurethane Foam Sheet   |   High || 80295   |   EVA Foam Sheet   |   Medium || 8810   |   PU Foam   |   Medium || 183693   |   Bonded Foam Sheets   |   Medium || 205319   |   Kurlon Foam Sheet   |   Medium || 218470   |   Sheela Foam Sheet   |   Medium || 224431   |   Prime Comfort Foam Sheet   |   Medium || 138963   |   Rebound Foam   |   Medium || 145711   |   Sponge Rubber Sheet   |   Medium || 158770   |   Latex Foam   |   Medium || 656492   |   Feather Foam   |   Medium || 184150   |   Sleepwell Bed Mattress   |   Medium || 44146   |   EPE Foam   |   Medium ],alfa-info: [ 80348   |   foam sheet   |   High ],mars-info: [ 80348   |   Foam Sheet   |   High ],[],[],80348,Foam Sheet,High,78392,Polyurethane Foam Sheet,Medium,80295,EVA Foam Sheet,Medium,8810,PU Foam,Medium,138963,Rebound Foam,Medium
Priya Gold Biscuit,priya gold biscuit,Priya Gold Biscuit,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 205397   |   Priya Gold Biscuit   |   High || 38   |   Biscuit   |   High ],alfa-info: [ 205397   |   priya gold biscuit   |   High ],mars-info: [ 205397   |   Priya Gold Biscuit   |   High ],[],[],205397,Priya Gold Biscuit,High,38,Biscuit,Medium,184307,Parle Biscuit,Low,180823,Bakery Biscuits,Low,184927,Britannia Biscuit,Low
Gold Coins,gold coins,Gold Coins,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 28800   |   Gold Coins   |   High || 105865   |   Gold Bullion   |   Medium || 11060   |   Gold Bars   |   Medium || 219617   |   PC Jeweller Gold Coins   |   Medium ],alfa-info: [ 28800   |   gold coins   |   High ],mars-info: [ 28800   |   Gold Coins   |   High ],[],[],28800,Gold Coins,High,105865,Gold Bullion,Medium,11060,Gold Bars,Medium,219617,PC Jeweller Gold Coins,Medium,9416,Silver Coins,Low
Tata Salt,tata salt,Tata Salt,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 189177   |   TATA Salt   |   High || 20729   |   Edible Salt   |   High || 10246   |   Iodized Salt   |   Medium ],alfa-info: [ 189177   |   tata salt   |   High ],mars-info: [ 189177   |   TATA Salt   |   High ],[],[],189177,TATA Salt,High,20729,Edible Salt,Medium,10246,Iodized Salt,Medium,8198,Rock Salt,Low,105903,Salt,Low
DOL Starter,dol starter,DOL Starter,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 26266   |   DOL Starter   |   High || 654653   |   Siemens DOL Starter   |   Medium || 33567   |   Motor Starter   |   Medium || 654303   |   L&T DOL Starter   |   Medium ],alfa-info: [ 26266   |   dol starter   |   High ],mars-info: [ 26266   |   DOL Starter   |   High ],[],[],26266,DOL Starter,High,654653,Siemens DOL Starter,Medium,33567,Motor Starter,Medium,654303,L&T DOL Starter,Medium,226794,3 Phase Motor Starter,Low
Concrete Pump Parts,concrete pump parts,Concrete Pump Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 84009   |   Concrete Pump Parts   |   High ],alfa-info: [ 84009   |   concrete pump parts   |   High ],mars-info: [ 84009   |   Concrete Pump Parts   |   High ],[],[],84009,Concrete Pump Parts,High,25696,Concrete Pumps,Low,146540,Concrete Mixer Spare Part,Low,147164,Batching Plant Spare Parts,Low,43770,Construction Machinery Spare Parts,Low
Handicapped Scooter,handicapped scooter,Handicapped Scooter,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 30057   |   Handicapped Scooter   |   High || 33176   |   Mobility Scooter   |   Medium || 185667   |   Side Wheel Attachment   |   Medium || 30056   |   Handicap Electric Scooter   |   Medium ],alfa-info: [ 30057   |   handicapped scooter   |   High ],mars-info: [ 30057   |   Handicapped Scooter   |   High ],[],[],30057,Handicapped Scooter,High,33176,Mobility Scooter,Medium,185667,Side Wheel Attachment,Medium,30056,Handicap Electric Scooter,Medium,27304,Electric Scooter,Low
New Holland Tractor,new holland tractor,New Holland Tractor,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 186519   |   New Holland Tractor   |   High || 74879   |   Tractor   |   High ],alfa-info: [ 186519   |   new holland tractor   |   High ],mars-info: [ 186519   |   New Holland Tractor   |   High ],[],[],186519,New Holland Tractor,High,74879,Tractor,Medium,182280,Mahindra Tractor,Low,189360,Swaraj Tractor,Low,189363,John Deere Tractor,Low
Copper Wires,copper wires,Copper Wires,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 1218   |   Copper Wires   |   High || 42966   |   Copper Cable   |   High || 7016   |   Enameled Copper Wire   |   High || 43837   |   Bare Copper Wire   |   High || 22636   |   Beryllium Copper Wire   |   High || 40057   |   Tinned Copper Wire   |   Medium || 190803   |   Paper Insulated Copper Wire   |   Medium || 143377   |   Double Cotton Covered Copper Wire   |   Medium || 171208   |   Flat Copper Wire   |   Medium || 53102   |   Braided Copper Wire   |   Medium || 7365   |   Nickel Plated Copper Wire   |   Medium || 179349   |   Polyester Enameled Copper Wire   |   Medium || 150370   |   Silver Plated Copper Wire   |   Medium || 179448   |   Polyesterimide Enameled Copper Wire   |   Medium || 186516   |   Bunched Copper Wire   |   Medium || 186230   |   DPC Copper Wire   |   Medium || 30094   |   Hard Drawn Copper Wire   |   Medium || 655130   |   BIC Copper Wire   |   Medium || 651665   |   Stranded Copper Wire   |   Medium || 148868   |   Cadmium Copper Wire   |   Medium || 191720   |   Copper Earthing Wire   |   Medium || 5221   |   Monel Wire   |   Medium ],alfa-info: [ 1218   |   copper wires   |   High ],mars-info: [ 1218   |   Copper Wires   |   High ],[],[],1218,Copper Wires,High,42966,Copper Cable,High,7016,Enameled Copper Wire,Medium,22636,Beryllium Copper Wire,Medium,43837,Bare Copper Wire,Medium
Red Onion,red onion,Red Onion,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 36251   |   Red Onion   |   High || 222130   |   Organic Red Onion   |   Medium || 113695   |   Onion   |   Medium || 962   |   Fresh Vegetables   |   Medium || 26446   |   Dehydrated Onion   |   Medium || 69834   |   Fried Onions   |   Medium ],alfa-info: [ 36251   |   red onion   |   High ],mars-info: [ 36251   |   Red Onion   |   High ],[],[],36251,Red Onion,High,222130,Organic Red Onion,High,113695,Onion,Medium,962,Fresh Vegetables,Medium,69834,Fried Onions,Medium
L Bracket,l bracket,L Bracket,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 65868   |   L Bracket   |   High || 235704   |   Stainless Steel L Bracket   |   Medium || 55943   |   Brackets   |   Medium ],alfa-info: [ 65868   |   l bracket   |   High ],mars-info: [ 65868   |   L Bracket   |   High ],[],[],65868,L Bracket,High,235704,Stainless Steel L Bracket,Medium,55943,Brackets,Medium,37994,Shelf Brackets,Low,3317,Wall Bracket,Low
Diesel Generator,diesel generator,Diesel Generator,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 13467   |   Diesel Generator   |   High || 37848   |   Silent Diesel Generator   |   Medium || 181778   |   Kirloskar Diesel Generator   |   Medium || 184867   |   Mahindra Diesel Generator   |   Medium || 185003   |   Ashok Leyland Diesel Generator   |   Medium || 184933   |   Eicher Diesel Generator   |   Medium || 69798   |   Portable Diesel Generator   |   Medium || 182937   |   Honda Diesel Generator   |   Medium || 140288   |   Water Cooled Diesel Generator   |   Medium || 191048   |   Greaves Power Diesel Generator   |   Medium || 189984   |   Escorts Diesel Generator   |   Medium || 208202   |   Sudhir Diesel Generator   |   Medium || 182102   |   CAT Diesel Generator   |   Medium || 208201   |   Prakash Diesel Generator   |   Medium || 193635   |   Cooper Diesel Generator   |   Medium || 193626   |   Bharat Diesel Generator   |   Medium || 654940   |   Used Kirloskar Diesel Generator   |   Medium || 443474   |   TMTL Diesel Generator   |   Medium || 193643   |   Greaves Cotton Diesel Generator   |   Medium || 656425   |   Atul Shakti Diesel Generator   |   Medium || 654856   |   Pinnacle Diesel Generator   |   Medium || 203066   |   ABB Diesel Generator   |   Medium || 133088   |   Diesel Generator Canopy   |   Medium || 222138   |   Refurbished Generator   |   Medium || 182415   |   Jakson Generator   |   Medium || 654047   |   Volvo Generator   |   Medium || 650701   |   Industrial Generator   |   Medium || 37408   |   Sound Proof Generator   |   Medium || 69795   |   Marine Generator   |   Medium || 18256   |   Portable Generator   |   Medium || 192764   |   JCB Generator   |   Medium || 445999   |   Tata Generator   |   Medium || 69788   |   Electric Start Generator   |   Medium || 141331   |   Liquid Cooled Generator   |   Medium || 69800   |   Single Cylinder Generator   |   Medium || 654874   |   Sterling Generator   |   Medium || 203687   |   Mahindra Portable Generator   |   Medium || 208147   |   Kohler Portable Generator   |   Medium || 655196   |   Alpha Generator   |   Medium || 69785   |   Construction Generator   |   Medium || 69806   |   Tower Generator   |   Medium || 654046   |   Senci Generator   |   Medium || 9618   |   Lister Engines   |   Medium ],alfa-info: [ 13467   |   diesel generator   |   High ],mars-info: [ 13467   |   Diesel Generator   |   High ],[],[],13467,Diesel Generator,High,37848,Silent Diesel Generator,High,181778,Kirloskar Diesel Generator,Medium,18256,Portable Generator,Medium,69785,Construction Generator,Medium
papad,papad,papad,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 41654   |   Papad   |   High || 32570   |   Masala Papad   |   Medium || 150532   |   Appalam Papad   |   Medium || 177948   |   Udad Papad   |   Medium || 158392   |   Jeera Papad   |   Medium || 147222   |   Garlic Papad   |   Medium || 159794   |   Rice Papad   |   Medium || 147305   |   Suji Papad   |   Medium || 158406   |   Moong Papad   |   Medium || 187117   |   Plain Papad   |   Medium || 158587   |   Aam Papad   |   Medium || 178564   |   Potato Papad   |   Medium || 187118   |   Chana Papad   |   Medium || 178557   |   Sabudana Papad   |   Medium || 192426   |   Nagali/Nachani Papad   |   Medium || 188514   |   Bikaneri Papad   |   Medium || 214645   |   3D Papad   |   Medium || 192796   |   Lijjat Papad   |   Medium || 653445   |   Sindhi Papad   |   Medium || 653036   |   Haldiram Papad   |   Medium || 654363   |   Jowar Papad   |   Medium || 216246   |   Imli Papad   |   Medium || 653031   |   Bikano Papad   |   Medium ],alfa-info: [ 41654   |   papad   |   High ],mars-info: [ 41654   |   Papad   |   High ],[],[],41654,Papad,High,32570,Masala Papad,Medium,150532,Appalam Papad,Medium,158587,Aam Papad,Medium,216246,Imli Papad,Medium
